1,1,30.69315,104.057363,0,2014/8/4 06:00:48
1,1,30.69315,104.057363,0,2014/8/4 06:01:48
1,1,30.69315,104.057363,0,2014/8/4 06:02:48
1,1,30.69315,104.057363,0,2014/8/4 06:03:49
1,1,30.69315,104.057363,0,2014/8/4 06:04:49
1,1,30.69315,104.057363,0,2014/8/4 06:05:49
1,1,30.69315,104.057363,0,2014/8/4 06:06:50
1,1,30.69315,104.057363,0,2014/8/4 06:07:50
1,1,30.69315,104.057363,0,2014/8/4 06:08:50
1,1,30.69315,104.057363,0,2014/8/4 06:09:51
1,1,30.69315,104.057363,0,2014/8/4 06:10:51
1,1,30.69315,104.057363,0,2014/8/4 06:11:51
1,1,30.69315,104.057363,0,2014/8/4 06:12:52
1,1,30.69315,104.057363,0,2014/8/4 06:13:52
1,1,30.69315,104.057363,0,2014/8/4 06:14:52
1,1,30.69315,104.057363,0,2014/8/4 06:15:53
1,1,30.69315,104.057363,0,2014/8/4 06:16:53
1,1,30.69315,104.057363,0,2014/8/4 06:17:53
1,1,30.69315,104.057363,0,2014/8/4 06:18:54
1,1,30.69315,104.057363,0,2014/8/4 06:19:54
1,1,30.69315,104.057363,1,2014/8/4 06:20:55
1,1,30.69315,104.057363,1,2014/8/4 06:21:55
1,1,30.69315,104.057363,1,2014/8/4 06:22:55
1,1,30.69315,104.057363,1,2014/8/4 06:23:56
1,1,30.69315,104.057363,1,2014/8/4 06:24:56
1,1,30.69315,104.057363,0,2014/8/4 06:25:57
1,1,30.69315,104.057363,0,2014/8/4 06:26:57
1,1,30.69315,104.057363,0,2014/8/4 06:27:57
1,1,30.69315,104.057363,0,2014/8/4 06:28:57
1,1,30.69315,104.057363,0,2014/8/4 06:29:57
1,1,30.69315,104.057363,0,2014/8/4 06:30:58
1,1,30.69315,104.057363,1,2014/8/4 06:31:58
1,1,30.69315,104.057363,1,2014/8/4 06:32:58
1,1,30.69315,104.057363,1,2014/8/4 06:33:59
1,1,30.69315,104.057363,1,2014/8/4 06:34:59
1,1,30.69315,104.057363,1,2014/8/4 06:35:59
1,1,30.69315,104.057363,1,2014/8/4 06:37:00
1,1,30.69315,104.057363,1,2014/8/4 06:38:00
1,1,30.69315,104.057363,1,2014/8/4 06:39:00
1,1,30.69315,104.057363,1,2014/8/4 06:40:01
1,1,30.69315,104.057363,1,2014/8/4 06:41:01
1,1,30.69315,104.057363,1,2014/8/4 06:42:01
1,1,30.69315,104.057363,1,2014/8/4 06:43:02
1,1,30.69315,104.057363,1,2014/8/4 06:44:02
1,1,30.69315,104.057363,1,2014/8/4 06:45:02
1,1,30.69315,104.057363,1,2014/8/4 06:46:02
1,1,30.69315,104.057363,1,2014/8/4 06:47:02
1,1,30.69315,104.057363,1,2014/8/4 06:48:03
1,1,30.69315,104.057363,1,2014/8/4 06:49:03
1,1,30.69315,104.057363,1,2014/8/4 06:50:03
